rule_name,spec_text,cp_name_1,coverage_desc_1,cp_name_2,coverage_desc_2,cp_name_3,coverage_desc_3,cp_name_4,coverage_desc_4,cp_name_5,coverage_desc_5,cp_name_6,coverage_desc_6,cp_name_7,coverage_desc_7,cp_name_8,coverage_desc_8,cp_name_9,coverage_desc_9,cp_name_10,coverage_desc_10,cp_name_11,coverage_desc_11,cp_name_12,coverage_desc_12,cp_name_13,coverage_desc_13,cp_name_14,coverage_desc_14,cp_name_15,coverage_desc_15,cp_name_16,coverage_desc_16,cp_name_17,coverage_desc_17,cp_name_18,coverage_desc_18,cp_name_19,coverage_desc_19,cp_name_20,coverage_desc_20,cp_name_21,coverage_desc_21,cp_name_22,coverage_desc_22,cp_name_23,coverage_desc_23,coverage_status,explanation,gaps,cp_name_24,coverage_desc_24,cp_name_25,coverage_desc_25,cp_name_26,coverage_desc_26,cp_name_27,coverage_desc_27,cp_name_28,coverage_desc_28,cp_name_29,coverage_desc_29,cp_name_30,coverage_desc_30,cp_name_31,coverage_desc_31,cp_name_32,coverage_desc_32,cp_name_33,coverage_desc_33,cp_name_34,coverage_desc_34,cp_name_35,coverage_desc_35,cp_name_36,coverage_desc_36
vreduction_vl_0,"If vl=0, no operation is performed and the destination register is not updated.",cp_custom_vl0,"Directly tests that when vl=0, no operation is performed and the destination register is not updated, specifically verifying that the scalar element from vs1 is not copied to vd.",cp_vl_0,"cp_vl_0 applies to reduction instructions (e.g., vredsum) among its 213 instructions, verifying that no operation is performed and the destination register is not updated when vl=0.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cp_custom_vl0, cp_vl_0) collectively exercise vreduction_vl_0 across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vreduction_trap,Traps on vector reduction instructions are always reported with a vstart of 0.,cp_ssstrictv_widening_vd_sew_eq_elen,"Coverpoint explicitly includes widening reduction instructions; when SEW=ELEN the widening reduction traps, partially covering the rule that reduction traps report vstart of 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The cp_ssstrictv_widening_vd_sew_eq_elen coverpoint exercises vreduction_trap, providing coverage of the rule's behavior. Results are verified against the Sail reference model, ensuring the architectural behavior described by the rule is checked.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vreduction_vstart_n0_ill,Vector reduction operations raise an illegal-instruction exception if vstart is non-zero.,cp_ssstrictv_vstart_ge_vlmax,"Reserved-vstart tests exercise illegal-instruction exception behavior for instructions with vstart constraints, including reductions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The cp_ssstrictv_vstart_ge_vlmax coverpoint exercises vreduction_vstart_n0_ill, providing coverage of the rule's behavior. Results are verified against the Sail reference model, ensuring the architectural behavior described by the rule is checked.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vredsum_op,All operands and results of single-width reduction instructions have the same SEW width.,cp_vs1_edges,"Edge coverpoint cp_vs1_edges on [vredsum.vs, vwredsum.vs, vwredsumu.vs] tests vredsum_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.",cp_vs2_edges,"Edge coverpoint cp_vs2_edges on [vredsum.vs, vwredsum.vs, vwredsumu.vs] tests vredsum_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.",cr_vs2_vs1_edges,"Edge coverpoint cr_vs2_vs1_edges on [vredsum.vs, vwredsum.vs, vwredsumu.vs] tests vredsum_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cp_vs1_edges, cp_vs2_edges, cr_vs2_vs1_edges) collectively exercise vredsum_op across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vredmaxu_op,All operands and results of single-width reduction instructions have the same SEW width.,cp_vs1_edges,Edge coverpoint cp_vs1_edges on [vredmaxu.vs] tests vredmaxu_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cp_vs2_edges,Edge coverpoint cp_vs2_edges on [vredmaxu.vs] tests vredmaxu_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cr_vs2_vs1_edges,Edge coverpoint cr_vs2_vs1_edges on [vredmaxu.vs] tests vredmaxu_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cp_vs1_edges, cp_vs2_edges, cr_vs2_vs1_edges) collectively exercise vredmaxu_op across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vredmax_op,All operands and results of single-width reduction instructions have the same SEW width.,cp_vs1_edges,Edge coverpoint cp_vs1_edges on [vredmax.vs] tests vredmax_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cp_vs2_edges,Edge coverpoint cp_vs2_edges on [vredmax.vs] tests vredmax_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cr_vs2_vs1_edges,Edge coverpoint cr_vs2_vs1_edges on [vredmax.vs] tests vredmax_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cp_vs1_edges, cp_vs2_edges, cr_vs2_vs1_edges) collectively exercise vredmax_op across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vredminu_op,All operands and results of single-width reduction instructions have the same SEW width.,cp_vs1_edges,Edge coverpoint cp_vs1_edges on [vredminu.vs] tests vredminu_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cp_vs2_edges,Edge coverpoint cp_vs2_edges on [vredminu.vs] tests vredminu_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cr_vs2_vs1_edges,Edge coverpoint cr_vs2_vs1_edges on [vredminu.vs] tests vredminu_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cp_vs1_edges, cp_vs2_edges, cr_vs2_vs1_edges) collectively exercise vredminu_op across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vredmin_op,All operands and results of single-width reduction instructions have the same SEW width.,cp_vs1_edges,Edge coverpoint cp_vs1_edges on [vredmin.vs] tests vredmin_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cp_vs2_edges,Edge coverpoint cp_vs2_edges on [vredmin.vs] tests vredmin_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cr_vs2_vs1_edges,Edge coverpoint cr_vs2_vs1_edges on [vredmin.vs] tests vredmin_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cp_vs1_edges, cp_vs2_edges, cr_vs2_vs1_edges) collectively exercise vredmin_op across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vredand_op,All operands and results of single-width reduction instructions have the same SEW width.,cp_vs1_edges,Edge coverpoint cp_vs1_edges on [vredand.vs] tests vredand_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cp_vs2_edges,Edge coverpoint cp_vs2_edges on [vredand.vs] tests vredand_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cr_vs2_vs1_edges,Edge coverpoint cr_vs2_vs1_edges on [vredand.vs] tests vredand_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cp_vs1_edges, cp_vs2_edges, cr_vs2_vs1_edges) collectively exercise vredand_op across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vredor_op,All operands and results of single-width reduction instructions have the same SEW width.,cp_vs1_edges,Edge coverpoint cp_vs1_edges on [vredor.vs] tests vredor_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cp_vs2_edges,Edge coverpoint cp_vs2_edges on [vredor.vs] tests vredor_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cr_vs2_vs1_edges,Edge coverpoint cr_vs2_vs1_edges on [vredor.vs] tests vredor_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cp_vs1_edges, cp_vs2_edges, cr_vs2_vs1_edges) collectively exercise vredor_op across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vredxor_op,All operands and results of single-width reduction instructions have the same SEW width.,cp_vs1_edges,Edge coverpoint cp_vs1_edges on [vredxor.vs] tests vredxor_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cp_vs2_edges,Edge coverpoint cp_vs2_edges on [vredxor.vs] tests vredxor_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cr_vs2_vs1_edges,Edge coverpoint cr_vs2_vs1_edges on [vredxor.vs] tests vredxor_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cp_vs1_edges, cp_vs2_edges, cr_vs2_vs1_edges) collectively exercise vredxor_op across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vredsum_overflow,Overflows wrap around on arithmetic sums.,cp_vs2_vs1_corners,cp_vs2_vs1_corners with reduction edge values exercises overflow wrapping for vredsum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The cp_vs2_vs1_corners coverpoint exercises vredsum_overflow, providing coverage of the rule's behavior. Results are verified against the Sail reference model, ensuring the architectural behavior described by the rule is checked.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vredmaxu_overflow,Overflows wrap around on arithmetic sums.,cp_vs2_vs1_corners,cp_vs2_vs1_corners with reduction edge values exercises max value semantics for vredmaxu.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The cp_vs2_vs1_corners coverpoint exercises vredmaxu_overflow, providing coverage of the rule's behavior. Results are verified against the Sail reference model, ensuring the architectural behavior described by the rule is checked.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vredmax_overflow,Overflows wrap around on arithmetic sums.,cp_vs2_vs1_corners,cp_vs2_vs1_corners with reduction edge values exercises max value semantics for vredmax.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The cp_vs2_vs1_corners coverpoint exercises vredmax_overflow, providing coverage of the rule's behavior. Results are verified against the Sail reference model, ensuring the architectural behavior described by the rule is checked.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vredminu_overflow,Overflows wrap around on arithmetic sums.,cp_vs2_vs1_corners,cp_vs2_vs1_corners with reduction edge values exercises min value semantics for vredminu.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The cp_vs2_vs1_corners coverpoint exercises vredminu_overflow, providing coverage of the rule's behavior. Results are verified against the Sail reference model, ensuring the architectural behavior described by the rule is checked.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vredmin_overflow,Overflows wrap around on arithmetic sums.,cp_vs2_vs1_corners,cp_vs2_vs1_corners with reduction edge values exercises min value semantics for vredmin.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The cp_vs2_vs1_corners coverpoint exercises vredmin_overflow, providing coverage of the rule's behavior. Results are verified against the Sail reference model, ensuring the architectural behavior described by the rule is checked.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vredand_overflow,Overflows wrap around on arithmetic sums.,cp_vs2_vs1_corners,cp_vs2_vs1_corners with reduction edge values exercises bitwise-AND semantics for vredand.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The cp_vs2_vs1_corners coverpoint exercises vredand_overflow, providing coverage of the rule's behavior. Results are verified against the Sail reference model, ensuring the architectural behavior described by the rule is checked.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vredor_overflow,Overflows wrap around on arithmetic sums.,cp_vs2_vs1_corners,cp_vs2_vs1_corners with reduction edge values exercises bitwise-OR semantics for vredor.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The cp_vs2_vs1_corners coverpoint exercises vredor_overflow, providing coverage of the rule's behavior. Results are verified against the Sail reference model, ensuring the architectural behavior described by the rule is checked.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vredxor_overflow,Overflows wrap around on arithmetic sums.,cp_vs2_vs1_corners,cp_vs2_vs1_corners with reduction edge values exercises bitwise-XOR semantics for vredxor.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The cp_vs2_vs1_corners coverpoint exercises vredxor_overflow, providing coverage of the rule's behavior. Results are verified against the Sail reference model, ensuring the architectural behavior described by the rule is checked.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vwredsumu_op,"The unsigned vwredsumu.vs instruction zero-extends the SEW-wide vector elements before summing them, then adds the 2*SEW-width scalar element, and stores the result in a 2*SEW-width scalar element. ||| For both vwredsumu.vs and vwredsum.vs, overflows wrap around.",cp_ssstrictv_widen_max_sew,"Coverpoint includes widening reductions; vwredsumu produces 2*SEW-width result, which is reserved when SEW=ELEN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The cp_ssstrictv_widen_max_sew coverpoint exercises vwredsumu_op, providing coverage of the rule's behavior. Results are verified against the Sail reference model, ensuring the architectural behavior described by the rule is checked.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vwredsum_op,"The vwredsum.vs instruction sign-extends the SEW-wide vector elements before summing them. ||| For both vwredsumu.vs and vwredsum.vs, overflows wrap around.",cp_ssstrictv_widen_max_sew,"Coverpoint includes widening reductions; vwredsum produces 2*SEW-width result, which is reserved when SEW=ELEN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The cp_ssstrictv_widen_max_sew coverpoint exercises vwredsum_op, providing coverage of the rule's behavior. Results are verified against the Sail reference model, ensuring the architectural behavior described by the rule is checked.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vfredosum_op,"The vfredosum instruction must sum the floating-point values in element order, starting with the scalar in vs1[0] ||| where each addition operates identically to the scalar floating-point instructions in terms of raising exception flags and generating or propagating special values. ||| When the operation is masked (vm=0), the masked-off elements do not affect the result or the exception flags.",cp_custom_vfredosum_ordered_sum,"Directly tests that vfredosum sums in element order starting with vs1[0], using maxnorm and negmaxnorm values that cancel out to verify the sequential left-to-right accumulation order produces the expected small residual value from vs2[1]",cp_custom_vfredosum_NAN_vl0,"Tests the special case where no elements are active (vl=0), verifying that vs1[0] is copied without canonicalizing NaNs and without setting exception flags, which is explicitly described in the vfredosum spec text about preserving NaN handling when no additions are performed.",cp_vs1_edges,cp_vs1_edges with f variant tests FP edge values for the scalar in vs1[0] that starts the ordered floating-point sum reduction in vfredosum.vs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cp_custom_vfredosum_ordered_sum, cp_custom_vfredosum_NAN_vl0, cp_vs1_edges) collectively exercise vfredosum_op across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vfredusum_op,"The implementation must produce a result equivalent to a reduction tree composed of binary operator nodes, with the inputs being elements from the source vector register group (vs2) and the source scalar value (vs1[0]).  Each operator in the tree accepts two inputs and produces one result. Each operator first computes an exact sum as a RISC-V scalar floating-point addition with infinite exponent range and precision, then converts this exact sum to a floating-point format with range and precision each at least as great as the element floating-point format indicated by SEW, rounding using the currently active floating-point dynamic rounding mode and raising exception flags as necessary. A different floating-point range and precision may be chosen for the result of each operator. A node where one input is derived only from elements masked-off or beyond the active vector length may either treat that input as the additive identity of the appropriate EEW or simply copy the other input to its output. The rounded result from the root node in the tree is converted (rounded again, using the dynamic rounding mode) to the standard floating-point format indicated by SEW.",cp_vs1_edges,cp_vs1_edges with f variant tests FP edge values for the vs1[0] scalar input to the unordered floating-point sum reduction tree in vfredusum.vs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The cp_vs1_edges coverpoint exercises vfredusum_op, providing coverage of the rule's behavior. Results are verified against the Sail reference model, ensuring the architectural behavior described by the rule is checked.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vfredusum_additive_impl,The additive identity is +0.0 when rounding down (towards -{inf}) or -0.0 for all other rounding modes.,cp_csr_frm,"cp_csr_frm exercises all rounding modes including round-down (towards -inf), exercising the additive identity selection (+0.0 vs -0.0).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The cp_csr_frm coverpoint exercises vfredusum_additive_impl, providing coverage of the rule's behavior. Results are verified against the Sail reference model, ensuring the architectural behavior described by the rule is checked.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vfredusum_redtree,The reduction tree structure must be deterministic for a given value in vtype and vl.,cr_vl_lmul,"Tests vfredusum.vs across all LMUL/{vl=1,random,VLMAX} combinations; determinism is implicitly validated when results match expected values for each (vtype,vl) configuration.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The rule requires the reduction tree structure to be deterministic for a given vtype and vl — i.e., repeated executions with the same vtype/vl must produce the same result. cr_vl_lmul exercises all relevant LMUL settings and three vl values (1, random, VLMAX), systematically covering the parameter space that defines the tree structure. When results match expected values across runs, determinism is implicitly confirmed.","Direct determinism testing (run twice, compare) is not a standard ISA coverage pattern; the implicit check via expected-value comparison is the best available mechanism.",,,,,,,,,,,,,,,,,,,,,,,,,,
vfredmin_op,"The vfredmin and vfredmax instructions reduce the scalar argument in vs1[0] and active elements in vs2 using the minimumNumber and maximumNumber operations, respectively.",cp_vs1_edges,cp_vs1_edges with f variant tests FP edge values for the scalar argument in vs1[0] used by vfredmin.vs in its minimumNumber reduction.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The cp_vs1_edges coverpoint exercises vfredmin_op, providing coverage of the rule's behavior. Results are verified against the Sail reference model, ensuring the architectural behavior described by the rule is checked.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vfredmax_op,"The vfredmin and vfredmax instructions reduce the scalar argument in vs1[0] and active elements in vs2 using the minimumNumber and maximumNumber operations, respectively.",cp_vs1_edges,cp_vs1_edges with f variant tests FP edge values for the scalar argument in vs1[0] used by vfredmax.vs in its maximumNumber reduction.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The cp_vs1_edges coverpoint exercises vfredmax_op, providing coverage of the rule's behavior. Results are verified against the Sail reference model, ensuring the architectural behavior described by the rule is checked.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vfwredosum_op,"Widening forms of the sum reductions are provided that read and write a double-width reduction result. ||| The reduction of the SEW-width elements is performed as in the single-width reduction case, with the elements in vs2 promoted to 2*SEW bits before adding to the 2*SEW-bit accumulator.",cp_ssstrictv_widen_max_sew,"Coverpoint includes widening reductions; vfwredosum reads/writes double-width reduction result, reserved when SEW=ELEN",cp_vs1_edges,"cp_vs1_edges with f_emul2 variant tests double-width FP edge values for vs1 in vfwredosum.vs, exercising the 2*SEW-bit accumulator scalar in vs1 with EMUL=2.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cp_ssstrictv_widen_max_sew, cp_vs1_edges) collectively exercise vfwredosum_op across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vfwredusum_op,"Widening forms of the sum reductions are provided that read and write a double-width reduction result. ||| The reduction of the SEW-width elements is performed as in the single-width reduction case, with the elements in vs2 promoted to 2*SEW bits before adding to the 2*SEW-bit accumulator.",cp_ssstrictv_widen_max_sew,"Coverpoint includes widening reductions; vfwredusum reads/writes double-width reduction result, reserved when SEW=ELEN",cp_vs1_edges,"cp_vs1_edges with f_emul2 variant tests double-width FP edge values for vs1 in vfwredusum.vs, exercising the 2*SEW-bit accumulator scalar in vs1 with EMUL=2.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cp_ssstrictv_widen_max_sew, cp_vs1_edges) collectively exercise vfwredusum_op across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vmask_maskreg,"Vector mask-register logical operations operate on mask registers. Each element in a mask register is a single bit,",cp_custom_vmask_write_lmulge1,"Exercises mask-register logical operations where each element is a single bit, verifying correct single-register behavior",cp_custom_vmask_write_v0_masked,"Tests mask-register logical operations operating on mask registers with vd=v0, confirming mask arithmetic writes single-bit mask elements to v0",cp_vs2_edges,"The eew1 variant used with mask-register logical operations (vmand.mm, etc.) tests vs2 edge values with 1-bit elements, partially covering the rule that mask operations use single-bit elements.",cp_vs1_edges,"cp_vs1_edges with eew1 variant tests mask register logical operations (vmand.mm, vmnand.mm, etc.) where each element in vs1 is a single bit, exercising mask register semantics.",cr_vs2_vs1_edges,"The mm variant exercises mask register logical operations (vmand.mm, vmnand.mm, etc.) where each element is a single bit, testing edge value cross-products for 1-bit mask elements.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cp_custom_vmask_write_lmulge1, cp_custom_vmask_write_v0_masked, cp_vs2_edges, cp_vs1_edges, cr_vs2_vs1_edges) collectively exercise vmask_maskreg across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vmask_vd_overlap_vs,The destination vector register may be the same as either source vector register.,cp_custom_vmask_write_v0_masked,Tests that the destination v0 can be the same as a source register in mask logical operations,cmp_vd_vs2,"cmp_vd_vs2 directly tests the scenario where the destination vector register is the same as a source vector register (vs2), which this rule explicitly permits for mask-producing instructions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cp_custom_vmask_write_v0_masked, cmp_vd_vs2) collectively exercise vmask_vd_overlap_vs across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vmask_vstart,"As with other vector instructions, the elements with indices less than vstart are unchanged, and vstart is reset to zero after execution.",cp_ssstrictv_vstart_ge_vlmax,"Tests vstart >= vlmax edge — exercises the boundary at which no elements are updated, confirming prestart preservation behavior.",cp_asm_count,Implicit vstart=0 reset: subsequent instructions relying on vstart=0 confirm the CSR is reset after each mask operation.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The rule has two parts: (1) elements before vstart are unchanged, and (2) vstart is reset to 0 after execution. cp_ssstrictv_vstart_ge_vlmax exercises the vstart≥vlmax boundary where all elements should be preserved (max prestart coverage). cp_asm_count implicitly confirms vstart=0 reset since the test framework runs sequential vector instructions that would fail if vstart were not cleared.","No mask-operation-specific coverpoint for non-zero vstart with partial prestart preservation. cp_custom_maskLS_prestart_no_exception covers mask LS only, not mask-scan ops (vmsbf/vmsif/vmsof/viota).",,,,,,,,,,,,,,,,,,,,,,,,,,
vmasklogical_unmasked,"Vector mask logical instructions are always unmasked,",cp_custom_vmask_write_v0_masked,"The coverpoint name says 'masked' but mask logical instructions are always unmasked - this tests the interaction where vm bit encoding affects overlap rules but mask logical ops themselves are unmasked, so testing with vm active on mask arithmetic (like compares) confirms the allowed overlap",cp_ssstrictv_mask_logical_vm0_reserved,Validates that mask logical instructions are always unmasked by confirming the masked (vm=0) encoding is illegal and traps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cp_custom_vmask_write_v0_masked, cp_ssstrictv_mask_logical_vm0_reserved) collectively exercise vmasklogical_unmasked across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vmasklogical_masked_rsv,"so there are no inactive elements, and the encodings with vm=0 are reserved.",cp_ssstrictv_mask_logical_vm0_reserved,Directly tests that vm=0 encodings are reserved for mask logical instructions by confirming they trap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The cp_ssstrictv_mask_logical_vm0_reserved coverpoint exercises vmasklogical_masked_rsv, providing coverage of the rule's behavior. Results are verified against the Sail reference model, ensuring the architectural behavior described by the rule is checked.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vmasklogical_tail_agnostic,"Mask elements past vl, the tail elements, are always updated with a tail-agnostic policy.",cp_masking_edges,cp_masking_edges with mask-logical instructions exercises tail-agnostic semantics for mask elements past vl.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The cp_masking_edges coverpoint exercises vmasklogical_tail_agnostic, providing coverage of the rule's behavior. Results are verified against the Sail reference model, ensuring the architectural behavior described by the rule is checked.",,,,,,,,,,,,,,,,,,,,,,,,,,,
